gene,label,prediction,probabilities
ASIP,1,1,0.00024121608682590168
ASNS,1,1,0.48112117607551774
ASPG,1,1,0.00271900298694473
ASPHD1,1,1,0.00027988816780321056
ASS1,1,1,0.1803059424825389
ASTN1,1,1,0.00048796656653375957
ASTN2,1,1,0.00036679464431437213
ATAD3B,1,1,0.06844149622317185
ATAD5,1,0,0.9360809254353348
ATF2,1,1,0.23404299152851687
ATF7IP2,1,1,0.01399303597523921
ATG12,1,0,0.6367456809216475
ATG16L2,1,1,0.017524312407309662
ATG4B,1,1,0.04848084011961005
ATIC,1,0,0.7792723229574576
ATP11B,1,1,0.018706647890670735
ATP11C,1,1,0.0068899566444994955
ATP12A,1,1,0.07735576266901353
ATP13A5,1,1,0.0002662713820023255
ATP1B2,1,1,0.0023145492601200244
ATP1B4,1,1,0.006910344608215269
ATP2A2,0,1,0.23580643107789157
ATP4B,1,1,0.0011399004202897745
ATP5F1A,1,0,0.9338620416736962
ATP5IF1,1,1,0.10946616301850765
ATP5ME,1,0,0.8804114678774709
ATP5MF,0,0,0.9594113780489414
ATP6AP2,0,1,0.38769273797902687
ATP6V0A2,1,0,0.5770150634797684
ATP6V1D,0,0,0.996578888180696
ATP6V1E2,1,1,0.017458186005846345
ATP6V1G2,1,1,0.007739455287582753
ATP7B,1,1,0.0005671049702545838
ATP8B3,1,1,0.0008955619012845806
ATP8B4,1,1,0.0007854260585515305
ATP9A,1,1,0.08667706159101395
ATPAF2,1,1,0.3329830404248611
ATPSCKMT,1,1,0.011451874097800319
ATRN,1,1,0.0012504644275004861
ATRX,1,0,0.829191251899996
ATXN7,1,0,0.634770273690327
ATXN7L1,1,1,0.051841186775040335
AURKAIP1,1,0,0.7971943857182745
AURKC,1,1,0.3378400124002789
AVL9,1,1,0.1533308007393636
AVPR2,1,1,0.010663402417557932
AXIN2,1,1,0.03902383982405851
AZI2,1,1,0.019278472805640313
AZU1,1,1,0.00037297548820297566
B3GLCT,1,1,0.03790194849779823
B3GNT2,1,1,0.008521360469870499
B3GNT4,1,1,0.010019296136356992
B3GNT7,1,1,0.007186573236033533
B3GNT8,1,1,0.00031474896884099436
B4GALNT1,1,1,0.0010576870678446816
B4GALT5,1,1,0.006318261240985845
B4GAT1,1,0,0.5590589718084071
BABAM1,1,0,0.9226890547940337
BACE1,1,1,0.00926047016248811
BACH1,1,1,0.37026366748893286
BACH2,1,1,0.03680646029276404
BAG1,1,0,0.695252963730837
BAG4,1,1,0.3556213815404116
BAIAP2L1,1,1,0.012192841513116493
BARX1,1,1,0.0020190756294968136
BATF3,1,1,0.011628822529130334
BAZ1A,1,0,0.7536983600648063
BAZ2B,1,1,0.00810887682579876
BBIP1,1,1,0.016341113009774245
BBS12,1,1,0.014066963136739653
BBS9,1,1,0.016252472988123334
BCAN,1,1,0.0006600670025946221
BCAS2,0,0,0.9973988554815294
BCAT1,1,1,0.01805999925352212
BCAT2,1,1,0.006496225768667064
BCDIN3D,1,1,0.04292198668801865
BCKDK,1,1,0.2851832236846154
BCL2,1,1,0.4777553221708109
BCL2A1,1,1,0.00297648449225959
BCL2L12,1,1,0.007250490246264696
BCL2L13,1,1,0.047506216795018805
BCLAF1,1,0,0.8607477981702376
BCLAF3,1,1,0.015758632264220817
BCO2,1,1,0.0004176181961129344
BCR,1,1,0.22361232246250268
BDH2,1,1,0.007723753312917048
BFAR,1,1,0.0036312708817005323
BFSP2,1,1,0.03704079242175885
BHLHA15,1,1,0.010323378239230463
BHLHA9,1,1,0.0007014696833805734
BHLHE22,1,1,0.00028110346967793467
BHMT,1,1,0.041029572375474964
BICRA,1,1,0.2641520943949447
BID,1,1,0.02456905175585169
BIK,1,1,0.03262340642407633
BIN3,1,1,0.24514924480469574
BIRC2,1,1,0.40333867570393955
BIVM,1,1,0.0033309924491446764
BMI1,1,0,0.6276076302935619
BMP2K,1,1,0.06908290380001339
BMP4,1,1,0.018084903904644112
BMP8A,1,1,0.0002151328175762579
BMPR1B,1,1,0.0018070861415619087
BMS1,0,0,0.9995647525344902
BNC2,1,1,0.006670433329999314
BOD1L1,1,0,0.8907254007896673
BOLA1,1,1,0.11759299711668207
BORA,1,1,0.44691588999214193
BORCS5,1,1,0.029018403748621847
BPIFA2,1,1,0.0005918101354351335
BRAP,1,0,0.7355757936171248
BRD1,1,0,0.5689328775516683
BRD7,1,0,0.7321185063865812
BRIX1,0,0,0.9988779537022063
BROX,1,1,0.06111184166797666
BST1,1,1,0.00032143453974496915
BST2,1,1,0.08027559392340614
BTBD1,1,0,0.5421639320648601
BTBD10,1,1,0.033062553512250084
BTF3L4,1,1,0.24780061226643424
BTG3,1,1,0.004414780250466899
BTLA,1,1,0.0003684349594808123
BTN2A2,1,1,0.0018409827291120285
BUB3,0,0,0.9980031055209283
BUD13,0,0,0.9976044631074504
BUD23,0,0,0.6831507595637605
BUD31,0,0,0.9981919430966748
C10orf120,1,1,0.0016488354975104258
C11orf16,1,1,0.007541371932470153
C11orf24,1,1,0.0009582543779906195
C11orf54,1,1,0.0661258940623527
C12orf40,1,1,0.00046432048903265465
C16orf46,1,1,0.0015033320065557688
C16orf74,1,1,0.0002780845297333134
C16orf78,1,1,0.0010907109051852548
C16orf87,1,1,0.012261240036599308
C16orf89,1,1,0.0004395713525000011
C1QA,1,1,0.02103793803408488
C1QL1,1,1,0.001628040648369833
C1QTNF4,1,1,0.0006663608101310614
C1QTNF5,1,1,0.032884208728875694
C1QTNF8,1,1,0.0003456286793217411
C1orf112,1,1,0.2513149139266541
C1orf131,0,0,0.7967154910392165
C1orf162,1,1,0.0006151530085765411
C1orf198,1,1,0.10535636601673652
C1orf226,1,1,0.004211395004540042
C1orf43,1,1,0.04029627389604161
C1orf54,1,1,0.0044684429627134484
C20orf141,1,1,0.0007861485837918237
C2CD4B,1,1,0.0010625721663634735
C2orf15,1,1,0.0004920803420418674
C2orf49,1,1,0.3518344204297668
C2orf68,1,1,0.009739185456459454
C2orf69,1,1,0.07370060268474735
C3,1,1,0.026699277267707
C3orf20,1,1,0.0004651721415387056
C4orf17,1,1,0.0010307594369046269
C4orf48,1,1,0.0020930925091071973
C5orf22,1,1,0.1082191681228624
C5orf24,1,1,0.015145451914121843
C6orf136,1,1,0.00438428179681416
C7,1,1,0.00669508984366386
C8G,1,1,0.0025078173692699157
C9,1,1,0.0036856697928017044
C9orf40,1,1,0.011819898940873697
CA1,1,1,0.0037035063931489367
CA10,1,1,0.0011147745678210085
CA5A,1,1,0.0012588626641823475
CAAP1,1,1,0.09856640374439375
CABIN1,1,0,0.7367127522751789
CABLES1,1,1,0.03029765195411225
CABP2,1,1,0.004097657194140525
CABP5,1,1,0.001180607430654046
CACFD1,1,1,0.006273123287465687
CACHD1,1,1,0.029489452157087037
CACNA1D,1,1,0.0017515470170775705
CACNB3,1,1,0.004146345355539383
CACNG4,1,1,0.04062596902350128
CADM3,1,1,0.0002753905957687874
CAGE1,1,1,0.0007649173465402281
CALB1,1,1,0.007732789661118599
CALCA,1,1,0.0023726186385648607
CALHM1,1,1,0.0005778592641990099
CALHM3,1,1,0.00040813486201849434
CALM1,1,0,0.6949536894830342
CALML4,1,1,0.0017808043465448841
CALN1,1,1,0.0006256482543391395
CALR,1,0,0.9103537006774344
CALY,1,1,0.0004441086485421963
CAMK2D,1,1,0.23001477154977107
CAND1,1,0,0.8243306512614875
CAPG,1,1,0.20974145340024072
CAPN1,1,1,0.03192328986255497
CAPN5,1,1,0.0009542530611701628
CAPNS2,1,1,0.012824997110098569
CARMIL2,1,1,0.006481754093229175
CARNS1,1,1,0.00042533590268830637
CASP1,1,1,0.10709818926770831
CASP7,1,1,0.16958592141841025
CASP8,1,1,0.34791457925551167
CASQ2,1,1,0.010376465289824643
CASTOR2,1,1,0.0751306227347221
CASZ1,1,1,0.007202448262679096
CAT,1,1,0.3441772844560428
CATSPER2,1,1,0.0010362159475441723
CAV3,1,1,0.0034117301922504508
CBY1,1,1,0.06299418685883547
CCBE1,1,1,0.0007365817778243299
CCDC102A,1,1,0.023479803477142014
CCDC113,1,1,0.008459177464764
CCDC115,0,0,0.7201803161428735
CCDC117,1,1,0.04041373711348432
CCDC125,1,1,0.04062053690040764
CCDC138,1,1,0.023545974946721338
CCDC149,1,1,0.008777835480983587
CCDC181,1,1,0.004743372876457541
CCDC186,1,1,0.07616579242088563
CCDC32,1,1,0.07955051490454548
CCDC33,1,1,0.045427636160340325
CCDC42,1,1,0.000393255998334352
CCDC43,1,1,0.07013870946239711
CCDC59,0,1,0.42608102399428527
CCDC63,1,1,0.00045134431773867777
CCDC71L,1,1,0.001508938632439627
CCDC78,1,1,0.0037207782168571014
CCDC80,1,1,0.0004891521465694825
CCDC81,1,1,0.0005005284381129682
CCDC83,1,1,0.0018328123921241613
CCDC86,1,0,0.8342426383951826
CCDC91,1,1,0.002596929461730413
CCL15,1,1,0.00025082739692569025
CCL19,1,1,0.0010267884717273467
CCL2,1,1,0.12650083749863034
CCL24,1,1,0.0003279857720181023
CCL4,1,1,0.002256893724326614
CCN1,1,1,0.08635367650326328
CCN5,1,1,0.017228251880525892
CCNA2,0,0,0.9583348221802075
CCNF,1,1,0.3341565121251231
CCNL1,1,0,0.9125182813533727
CCR8,1,1,0.0009972687689149718
CD180,1,1,0.000959501721743028
CD1A,1,1,0.00560859617928956
CD1E,1,1,0.0016089824160566257
CD209,1,1,0.0014368534442367076
CD22,1,1,0.0017956075503517631
CD248,1,1,0.006572571500512092
CD274,1,1,0.2010968351671769
CD300C,1,1,0.003244938873607739
CD300E,1,1,0.0007157439936099408
CD300LD,1,1,0.0001805231062824375
CD33,1,1,0.0025078366610691407
CD3E,1,1,0.007986698283692506
CD3G,1,1,0.0012826520479811698
CD4,1,1,0.44186536268938115
CD44,1,1,0.28198105267946916
CD5L,1,1,0.00022633838031347331
CD6,1,1,0.0007509665511266306
CD63,1,1,0.39030178230931745
CD69,1,1,0.0015883457552957948
CD7,1,1,0.0009457500792262264
CD74,1,1,0.31494567947584406
CD79B,1,1,0.055738994506885006
CDA,1,1,0.23837507829635002
CDC20,0,0,0.9954697391449787
CDC26,0,0,0.887143770792729
CDC37L1,1,1,0.01631574948361093
CDC40,1,0,0.9978599151651588
CDC42BPB,1,1,0.11065943458660343
CDC42EP3,1,1,0.10493257133810503
CDC42SE2,1,1,0.004699959628963468
CDC6,0,0,0.9905116392440674
CDCA3,1,1,0.3930696203630764
CDCA4,1,1,0.01631808782815648
CDCP1,1,1,0.0003984146932721422
CDH1,1,1,0.4276148524694473
CDH18,1,1,0.00037558587793076195
CDH22,1,1,0.0004029920158364786
CDH26,1,1,0.00036900360474632075
CDH6,1,1,0.0014790650865363242
CDHR2,1,1,0.0015543293448074924
CDK13,1,0,0.9642222615196744
CDK19,1,0,0.8502121923714198
CDK2AP1,1,1,0.4638758933674027
CDK3,1,1,0.3770376073986029
CDK8,1,0,0.9044055521550396
CDKAL1,1,1,0.056701711441482616
CDKL5,1,1,0.00661372578719358
CDKN2B,1,1,0.23980825012047174
CDKN2C,1,1,0.2518650645910897
CDKN3,1,1,0.39088367776865207
CDR2,1,1,0.21339079127890087
CDR2L,1,1,0.07734845779457979
CDRT15,1,1,0.0018385469426203782
CDT1,0,0,0.991668346806281
CDX2,1,1,0.012210297413829552
CEACAM16,1,1,0.00043287737222996725
CEACAM5,1,1,0.0024583293802785122
CELF6,1,1,0.030069402076445838
CEMP1,1,1,0.001698857124296038
CENPO,1,0,0.9180704185103913
CEP120,1,1,0.32184329092448094
CEP20,1,1,0.12823490845607063
CEP57,1,0,0.9281591223829831
CEP76,1,0,0.790290575995674
CEP78,1,1,0.3127070888147315
CEP95,1,1,0.01454349295220635
CEP97,1,0,0.620208022394682
CERCAM,1,1,0.010730272263734986
CERS6,1,1,0.003385299879770287
CES3,1,1,0.018521776513549658
CETN3,1,0,0.9614424227938784
CFAP161,1,1,0.01002211361458868
CFAP20DC,1,1,0.0072552238343911776
CFAP300,1,1,0.05526547988543172
CFAP410,1,1,0.18515733031950207
CFAP43,1,1,0.0023655526857169875
CFAP58,1,1,0.017852687604945995
CFAP69,1,1,0.00041575677734206895
CFAP77,1,1,0.004167286620574084
CFH,1,1,0.0017633008547840666
CFHR3,1,1,0.00039801086544061226
CGB7,1,1,0.013026799802477618
CGRRF1,1,1,0.06924263203616324
CHCHD10,1,1,0.436396798067496
CHCHD4,0,1,0.439506835659917
CHD4,0,0,0.8945259860770234
CHD9,1,1,0.2607782710103591
CHGA,1,1,0.005220403563813103
CHPT1,1,1,0.03468598788251277
CHRFAM7A,1,1,0.00029764419569939805
CHRNB3,1,1,0.0007139173288763234
CHST2,1,1,0.003695164556169972
CHST9,1,1,0.00032821252830980143
CHSY3,1,1,0.0009335891627760496
CILK1,1,1,0.17918424375215453
CISD2,1,1,0.035188124430272374
CIT,1,1,0.27276595109707735
CITED2,1,1,0.06372300797218057
CKAP2,1,1,0.253978162691282
CKAP4,1,1,0.1801972512090912
CKS2,1,1,0.13460766333485852
CLBA1,1,1,0.006376383935505469
CLCA2,1,1,0.00017868844724758804
CLCN7,1,1,0.028999769999919524
CLDN18,1,1,0.0003719672319458467
CLDN22,1,1,0.0005562978665283657
CLEC10A,1,1,0.0003821645839024557
CLEC1B,1,1,0.00022600568292302503
CLEC4D,1,1,0.002550654160346555
CLGN,1,1,0.06382020708481315
CLK1,1,0,0.6475406183247525
CLK3,1,0,0.6025076297818344
CLMP,1,1,0.000732898291965145
CLN3,1,1,0.07122723713746051
CLN6,1,1,0.030980958684907633
CLPS,1,1,0.0006155337420515328
CLRN2,1,1,0.01281368399371643
CLSTN3,1,1,0.003549533083335188
CLVS2,1,1,0.005452391851733807
CMC2,1,1,0.1623783504169584
CMKLR1,1,1,0.00039463284773952887
CMPK2,1,1,0.02885203190964092
CMTM1,1,1,0.0010673834603469267
CMTM2,1,1,0.00040933180925403214
CMTM4,1,1,0.002746249204662632
CMTR1,1,0,0.8544140344834572
CNDP2,1,0,0.5232923307712324
CNGA1,1,1,0.003006648860137373
CNGA2,1,1,0.0009283065773179278
CNGB3,1,1,0.0006900383274067612
CNKSR1,1,1,0.001809129441502888
CNKSR2,1,1,0.0023694769230931945
CNN2,1,1,0.010602710235353374
CNPY4,1,1,0.0006905080902272376
CNTF,1,1,0.0008616562473841904
CNTN6,1,1,0.0003042417643962403
COA5,1,1,0.017987415701084298
COA7,1,1,0.1528003916665687
COA8,1,1,0.22855020995898556
COBL,1,1,0.0027890130545491832
COBLL1,1,1,0.002349601628581499
COG1,1,0,0.9538670955056958
COL10A1,1,1,0.005535982577383303
COL13A1,1,1,0.0003970123405143466
COL4A1,1,1,0.01901010100954409
COL5A3,1,1,0.007616690970722239
COL7A1,1,1,0.01936314346377436
COL9A1,1,1,0.003350984929413736
COL9A3,1,1,0.0017214186778104824
COLGALT1,1,1,0.06786746047934061
COMMD1,1,1,0.3969609074502466
COMMD10,1,1,0.0203831179963875
COMMD4,1,1,0.06373695394778331
COMT,1,1,0.06566921081458457
COPB1,0,0,0.9685979162532202
CORO1C,1,1,0.39993743931077486
CORO6,1,1,0.0012375430850337654
COTL1,1,1,0.03180596342254829
COX18,1,1,0.08287399403316485
COX6A2,1,1,0.0025281758288271507
COX6B1,1,0,0.7957289261997094
COX7C,1,0,0.7980851560030312
COX8A,1,0,0.59150376116684
CP,1,1,0.004726224393914191
CPA3,1,1,0.0002339807265059557
CPB2,1,1,0.00083831452069979
CPLANE1,1,1,0.05403846295728719
CPLX4,1,1,0.03308575133202191
CPNE9,1,1,0.00044845958795551865
CPOX,1,1,0.2599044658444176
CPSF1,0,0,0.9979155048653505
CPSF2,0,0,0.9992670546850084
CPSF3,0,0,0.9990196583673534
CPSF7,1,0,0.9868216123482909
CRACDL,1,1,0.009285903816973062
CRAMP1,1,1,0.0964563430349318
CRH,1,1,0.0009503278311308594
CRISP3,1,1,0.00023433947112286858
CRK,1,1,0.4190732718529443
CRLS1,1,1,0.27595635671853946
CRY1,1,1,0.11690802575579129
CRYBA4,1,1,0.0010681183678133866
CRYBG1,1,1,0.17808609057703031
CSAD,1,1,0.01432273049658428
CSN2,1,1,0.003182067704640601
CSNK1A1L,1,1,0.010468958276122643
CSNK2A3,1,1,0.05042111119819635
CSPG4,1,1,0.005585537646366501
CSRNP3,1,1,0.006702694280432808
CSRP1,1,1,0.02676108618835136
CSRP3,1,1,0.0017504868264537564
CSTA,1,1,0.037039115732257336
CSTF2T,1,0,0.7164439730182077
CTAG2,1,1,0.001308114583995168
CTBP1,1,1,0.44397032045894685
CTDP1,0,0,0.9960712249033788
CTNNA3,1,1,0.001863932988340189
CTNND1,1,0,0.5984854443361587
CTRB1,1,1,0.0003561550230738675
CTRC,1,1,0.0007436641852022641
CTSG,1,1,0.005309342719025301
CTSH,1,1,0.05720427992216287
CTSO,1,1,0.008488844418771468
CUBN,1,1,0.011857726292758419
CUX2,1,1,0.0008051398282843403
CWF19L1,1,0,0.8064160727302369
CWF19L2,1,1,0.39635914538628
CX3CL1,1,1,0.001564472369706349
CXADR,1,1,0.0591841840846408
CXCL10,1,1,0.006082056075073427
CXCL17,1,1,0.0007965823741432398
CXCL6,1,1,0.000239800632250331
CXXC5,1,1,0.002526229362710253
CXorf58,1,1,0.00039372714151715283
CYB5D1,1,1,0.0015969094219310588
CYB5R3,1,0,0.7827598905666673
CYBA,1,1,0.1553032948806119
CYBB,1,1,0.012499220772435893
CYCS,1,0,0.8072929197328536
CYP17A1,1,1,0.013174130973677811
CYP1A2,1,1,0.003190332880452118
CYP2A13,1,1,0.0009162068410555335
CYP2A7,1,1,0.0020350068225454486
CYP39A1,1,1,0.0004586176001171727
CYP4A11,1,1,0.009622310870957263
CYP4A22,1,1,0.007767567298151712
CYP4Z1,1,1,0.00034928201079993394
CYSLTR1,1,1,0.0004338984385897526
CYTH2,1,1,0.016778503648753263
DAAM1,1,1,0.006527841857095551
DACH2,1,1,0.0006229167366718746
DAG1,1,1,0.23356261612920104
DAND5,1,1,0.00030369506914506016
DAPK2,1,1,0.001979353037022136
DAZAP1,1,0,0.9281107372495907
DBF4B,1,1,0.12748641899381954
DBT,1,1,0.24082456430180618
DCAF15,1,0,0.7233879981907304
DCAF4,1,0,0.5034083075791502
DCAF8L2,1,1,0.001194650231282668
DCDC1,1,1,0.000754165264146156
DCDC2B,1,1,0.0033283645286790397
DCHS1,1,1,0.0008350804574121407
DCTD,1,1,0.19484422191208509
DCTN2,0,0,0.972614928304225
DCTPP1,1,1,0.07271101521158727
DCUN1D1,1,1,0.3245349097947243
DDB2,1,0,0.9431651775044312
DDI1,1,1,0.0037358320854483764
DDIAS,1,1,0.004149439008001831
DDIT4,1,1,0.2681388708076256
DDIT4L,1,1,0.027555762809861217
DDX1,1,0,0.9875052936948959
DDX11,0,0,0.9707506961453911
DDX39A,1,0,0.9544724514845871
DDX39B,1,0,0.9978239243361566
DDX42,0,0,0.9941327256231964
DDX47,0,0,0.9978230189406085
DDX50,1,0,0.6640022314025678
DDX51,0,0,0.9947570425827401
DDX54,0,0,0.9907670927346727
DEF8,1,1,0.015258070332124129
DEK,1,0,0.9738979703530575
DELE1,1,1,0.0883739008525835
DENND10,1,1,0.052795869636338755
DENND2C,1,1,0.006166059941749758
DENND2D,1,1,0.027566911312589204
DENND4A,1,1,0.16061849794695937
