,Feature,Importance
536,"chromosome, centromeric region",0.0011282051282051281
2911,Sm-like protein family complex,0.0011153846153846155
1579,Intermediate filament cytoskeleton,0.0011153846153846155
1578,Intermediate filament,0.0011153846153846155
3154,Transforming growth factor beta complex,0.0011153846153846155
2251,Organelle,0.0011153846153846155
2075,N-terminal protein acetyltransferase complex,0.0011025641025641025
1624,Intrinsic component of plasma membrane,0.0011025641025641025
2603,Proteasome core complex,0.0010897435897435897
805,Delta1 complex,0.0010769230769230769
2331,Perinuclear region of cytoplasm,0.0010769230769230769
2511,Polysome,0.0010769230769230769
2162,Nuclear DNA-directed RNA polymerase complex,0.001064102564102564
2163,Nuclear envelope,0.0010512820512820513
1900,Microtubule organizing center,0.0010384615384615384
2600,Proteasome accessory complex,0.0010384615384615384
1035,Eukaryotic translation initiation factor 3 complex,0.0010384615384615384
1944,Mitochondrial membrane,0.0010256410256410256
151,anaphase-promoting complex,0.0010256410256410256
2845,Secretory vesicle,0.0010256410256410256
2602,Proteasome complex,0.0009871794871794872
422,Cell cortex region,0.0009871794871794872
2365,Phosphatidylinositol 3-kinase complex,0.0009871794871794872
482,chaperonin-containing T-complex,0.0009743589743589743
368,Cajal body,0.0009743589743589743
68,Actin cytoskeleton,0.0009615384615384615
870,DNA repair complex,0.0009615384615384615
2252,Organelle envelope,0.0009615384615384615
1355,GTPase complex,0.0009615384615384615
1245,Glycoprotein complex,0.0009615384615384615
2254,Organelle inner membrane,0.0009487179487179488
1014,ESC/E(Z) complex,0.0009358974358974359
1332,Golgi transport complex,0.0009358974358974359
965,Endoplasmic reticulum membrane,0.0009358974358974359
2328,Perinuclear endoplasmic reticulum,0.0009230769230769231
3021,Subpellicular microtubule,0.0009230769230769231
1458,Immunoglobulin complex,0.0009102564102564102
1172,G protein-coupled receptor complex,0.0009102564102564102
3132,TOM complex,0.0008974358974358975
756,Cytoplasmic ribonucleoprotein granule,0.0008974358974358975
2873,Set3 complex,0.0008974358974358975
2170,Nuclear inner membrane,0.0008974358974358975
2432,Plasma membrane protein complex,0.0008846153846153846
2081,Nascent polypeptide-associated complex,0.0008717948717948718
2259,Organelle subcompartment,0.0008717948717948718
959,Endopeptidase complex,0.0008717948717948718
3057,Synapse,0.000858974358974359
2100,Neuron projection,0.000858974358974359
2082,NatA complex,0.000858974358974359
433,Cell projection,0.0008461538461538461
2275,Outer membrane,0.0008461538461538461
3308,XPC complex,0.0008461538461538461
978,Endoribonuclease complex,0.0008461538461538461
1930,Mitochondrial envelope,0.0008461538461538461
344,Box H/ACA snoRNP complex,0.0008461538461538461
2685,R2TP complex,0.0008461538461538461
2967,Spindle,0.0008333333333333334
42,9+0 non-motile cilium,0.0008333333333333334
1181,GAIT complex,0.0008333333333333334
697,cullin-RING ubiquitin ligase complex,0.0008205128205128206
2715,RES complex,0.0008205128205128206
560,Cilium,0.0008205128205128206
3164,Transmembrane transporter complex,0.0008076923076923077
2787,Rough endoplasmic reticulum membrane,0.0008076923076923077
2098,Neuromuscular junction,0.0008076923076923077
3269,Vacuole,0.0008076923076923077
642,Condensin complex,0.0008076923076923077
2788,RPAP3/R2TP/prefoldin-like complex,0.0007948717948717948
2441,Plasma membrane signaling receptor complex,0.0007948717948717948
340,Bounding membrane of organelle,0.0007948717948717948
781,Cytoskeleton of presynaptic active zone,0.000782051282051282
1002,ER membrane insertion complex,0.000782051282051282
939,Electron transfer flavoprotein complex,0.000782051282051282
3232,U4 snRNP,0.000782051282051282
436,Cell surface,0.000782051282051282
1155,Focal adhesion,0.000782051282051282
2077,NADH dehydrogenase complex,0.0007692307692307691
1431,Hyphal tip,0.0007692307692307691
2973,Spindle pole body,0.0007692307692307691
1382,Hemoglobin complex,0.0007692307692307691
2204,Nucleoid,0.0007564102564102564
472,Centrosome,0.0007564102564102564
2636,Protein phosphatase type 2A complex,0.0007564102564102564
1864,methionine-importing ABC transporter complex,0.0007564102564102564
2233,NURF complex,0.0007564102564102564
3288,Vesicle tethering complex,0.0007564102564102564
2565,"preribosome, small subunit precursor",0.0007435897435897436
3207,Type III intermediate filament,0.0007435897435897436
2868,serine/threonine protein kinase complex,0.0007435897435897436
599,Coated vesicle,0.0007435897435897436
2181,Nuclear outer membrane-endoplasmic reticulum membrane network,0.0007435897435897436
2912,SMAD protein complex,0.0007435897435897436
2278,Outer mitochondrial membrane protein complex,0.0007307692307692308
2982,Spliceosomal tri-snRNP complex,0.0007307692307692308
3148,Transcription export complex 2,0.0007307692307692308
1983,Mitotic spindle microtubule,0.0007307692307692308
2631,Protein kinase complex,0.0007307692307692308
2889,Signal recognition particle,0.0007307692307692308
498,Chloroplast outer membrane,0.0007179487179487179
862,DNA packaging complex,0.0007179487179487179
1262,GO:0000803,0.0007179487179487179
1916,Mismatch repair complex,0.0007179487179487179
1859,Metaphase plate,0.0007179487179487179
774,Cytoplasmic vesicle,0.0007179487179487179
732,cyclin-dependent protein kinase holoenzyme complex,0.0007179487179487179
2569,Presynaptic active zone,0.0007051282051282052
1062,Extracellular exosome complex,0.0007051282051282052
2557,pre-replicative complex,0.0007051282051282052
1566,interleukin-23 complex,0.0007051282051282052
2554,PRC1 complex,0.0007051282051282052
1438,IgA immunoglobulin complex,0.0007051282051282052
489,Chloroplast,0.0007051282051282052
2190,Nuclear pore transmembrane ring,0.0006923076923076924
658,COPI vesicle coat,0.0006923076923076924
3048,SWI/SNF superfamily-type complex,0.0006923076923076924
2140,Nonhomologous end joining complex,0.0006923076923076924
2249,Organellar ribosome,0.0006794871794871795
2804,S100A8 complex,0.0006794871794871795
1857,Messenger ribonucleoprotein complex,0.0006794871794871795
2942,Spanning component of plasma membrane,0.0006794871794871795
890,dolichol-phosphate-mannose synthase complex,0.0006666666666666666
657,COP9 signalosome,0.0006666666666666666
845,Dinoflagellate epicone,0.0006666666666666666
2120,NF-kappaB complex,0.0006666666666666666
2611,Protein acetyltransferase complex,0.0006666666666666666
2096,Neurofilament,0.0006538461538461538
2138,non-membrane-bounded organelle,0.0006538461538461538
2199,Nuclear speck,0.0006538461538461538
902,DSIF complex,0.0006538461538461538
2760,RISC complex,0.0006538461538461538
1495,Integral component of Golgi membrane,0.0006538461538461538
2334,Perinucleolar compartment,0.0006538461538461538
2402,Phragmoplast,0.0006538461538461538
309,BAT3 complex,0.000641025641025641
1806,Mannosyltransferase complex,0.000641025641025641
1061,Extracellular exosome,0.000641025641025641
2364,Phosphatase complex,0.000641025641025641
2358,Phagophore assembly site,0.000641025641025641
2892,"Signal recognition particle, endoplasmic reticulum targeting",0.000641025641025641
3223,U2 snRNP,0.000641025641025641
54,Acetyltransferase complex,0.0006282051282051282
1640,Ion channel complex,0.0006282051282051282
1264,GO:0000806,0.0006153846153846154
879,DNA-dependent protein kinase complex,0.0006153846153846154
1671,Kinetochore,0.0006153846153846154
1966,Mitochondrial ribosome,0.0006153846153846154
2841,Secretory granule,0.0006153846153846154
967,Endoplasmic reticulum protein-containing complex,0.0006153846153846154
2916,small-subunit processome,0.0006153846153846154
2914,Small ribosomal subunit,0.0006153846153846154
3161,Translocon complex,0.0006153846153846154
3264,Vacuolar membrane,0.0006153846153846154
909,Dynein complex,0.0006025641025641026
2686,Rab-protein geranylgeranyltransferase complex,0.0006025641025641026
2938,Somatodendritic compartment,0.0006025641025641026
408,CCR4-NOT complex,0.0006025641025641026
1596,Intracellular vesicle,0.0006025641025641026
3233,U4/U6 snRNP,0.0006025641025641026
395,Catalytic step 2 spliceosome,0.0006025641025641026
303,Basement membrane,0.0006025641025641026
2083,NatB complex,0.0005897435897435897
398,Cation channel complex,0.0005897435897435897
2000,Motile cilium,0.0005897435897435897
2599,Protease inhibitor complex,0.0005897435897435897
488,Chloride channel complex,0.0005897435897435897
518,CHRAC,0.000576923076923077
2174,Nuclear membrane,0.000576923076923077
1479,Ino80 complex,0.000576923076923077
945,EmrE multidrug transporter complex,0.000576923076923077
661,COPI-coated vesicle membrane,0.000576923076923077
1214,GINS complex,0.000576923076923077
1656,ISWI-type complex,0.000576923076923077
2283,P-body,0.0005641025641025641
2714,Replisome,0.0005641025641025641
2626,Protein complex involved in cell-matrix adhesion,0.0005641025641025641
538,"chromosome, telomeric region",0.0005641025641025641
1947,Mitochondrial outer membrane,0.0005641025641025641
394,Catalytic step 1 spliceosome,0.0005641025641025641
211,ASAP complex,0.0005512820512820512
2378,Phosphomannomutase complex,0.0005384615384615384
776,Cytoplasmic vesicle membrane,0.0005384615384615384
1464,Inclusion body,0.0005384615384615384
2223,nucleotide-activated protein kinase complex,0.0005384615384615384
3036,SUMO-targeted ubiquitin ligase complex,0.0005384615384615384
1933,Mitochondrial inner membrane,0.0005256410256410256
3126,TIM23 mitochondrial import inner membrane translocase complex,0.0005256410256410256
1920,Mitochondrial chromosome,0.0005256410256410256
2089,NELF complex,0.0005256410256410256
2794,RSC-type complex,0.0005256410256410256
207,archaeal-type flagellum,0.0005256410256410256
2298,Paraspeckles,0.0005256410256410256
2078,NADPH oxidase complex,0.0005256410256410256
1324,Golgi lumen,0.0005256410256410256
418,Cell body,0.0005128205128205128
1333,Golgi-associated vesicle,0.0005128205128205128
2224,nucleotide-excision repair complex,0.0005128205128205128
3105,Terminal loop,0.0005128205128205128
1519,Integrator complex,0.0005128205128205128
1052,Exoribonuclease complex,0.0005128205128205128
2749,ribonucleoside-diphosphate reductase complex,0.0005128205128205128
2880,Shelterin complex,0.0005128205128205128
1110,FACT complex,0.0005128205128205128
1852,membrane-enclosed lumen,0.0005
2148,Nrd1 complex,0.0005
1113,Fanconi anaemia nuclear complex,0.0005
2173,Nuclear matrix,0.0005
3125,TIM22 mitochondrial import inner membrane insertion complex,0.0005
2789,RPB4-RPB7 complex,0.0005
144,amyloid-beta complex,0.00048717948717948715
2150,NSL complex,0.00048717948717948715
1221,Glucose transporter complex,0.00048717948717948715
2006,Mre11 complex,0.00048717948717948715
1809,Mating projection,0.00048717948717948715
202,Apoplast,0.00048717948717948715
3035,SUMO ligase complex,0.00048717948717948715
1974,Mitotic checkpoint complex,0.00048717948717948715
1773,Lysosome,0.00048717948717948715
2248,Organellar large ribosomal subunit,0.0004743589743589744
2182,Nuclear periphery,0.0004743589743589744
3246,Ubiquitin conjugating enzyme complex,0.0004743589743589744
1989,MLL1 complex,0.0004743589743589744
2258,Organelle outer membrane,0.0004743589743589744
677,CORVET complex,0.0004743589743589744
3135,TORC1 complex,0.0004743589743589744
2846,Seh1-associated complex,0.0004743589743589744
20,Driver_genes_CNV (all),0.0004743589743589744
3027,succinate-CoA ligase complex,0.0004743589743589744
359,bub1-bub3 complex,0.0004743589743589744
1366,H3 histone acetyltransferase complex,0.0004743589743589744
998,Epsilon DNA polymerase complex,0.0004743589743589744
1378,Hedgehog signaling complex,0.0004743589743589744
2813,Sarcoplasm,0.00046153846153846153
2594,Pronucleus,0.00046153846153846153
552,Ciliary pocket collar,0.00046153846153846153
2526,Postsynapse,0.00046153846153846153
2452,Plastid envelope,0.00046153846153846153
1550,Interferon regulatory factor 3 complex,0.00046153846153846153
1405,Histone methyltransferase complex,0.00046153846153846153
547,Ciliary membrane,0.00046153846153846153
600,Coated vesicle membrane,0.00044871794871794877
1527,Integrin alpha5-beta1 complex,0.00044871794871794877
3270,vacuole-isolation membrane contact site,0.00044871794871794877
3287,Vesicle membrane,0.00044871794871794877
2053,Myosin complex,0.00044871794871794877
1067,Extracellular membrane-bounded organelle,0.00044871794871794877
388,Cargo receptor complex,0.00044871794871794877
3222,U12-type spliceosomal complex,0.00044871794871794877
605,Cohesin complex,0.00044871794871794877
2834,Sec61 translocon complex,0.00044871794871794877
2646,protein-lipid complex,0.00044871794871794877
1015,ESCRT complex,0.00044871794871794877
2919,SMN complex,0.0004358974358974359
2102,Neuron projection cytoplasm,0.0004358974358974359
786,Cytosolic proteasome complex,0.0004358974358974359
980,Endosome,0.0004358974358974359
1748,Lipoprotein particle,0.0004358974358974359
346,Brahma complex,0.0004358974358974359
2635,Protein phosphatase type 1 complex,0.00042307692307692304
703,Cvt complex,0.00042307692307692304
2624,Protein complex involved in cell adhesion,0.00042307692307692304
1135,Fibrillar center,0.00042307692307692304
210,Aryl hydrocarbon receptor complex,0.00042307692307692304
381,carbamoyl-phosphate synthase complex,0.00042307692307692304
2782,Root hair,0.00042307692307692304
974,Endoplasmic reticulum-Golgi intermediate compartment,0.00042307692307692304
2903,Ski complex,0.00042307692307692304
1319,Golgi apparatus subcompartment,0.00042307692307692304
1720,Leading edge membrane,0.0004102564102564103
2339,Periplasmic space,0.0004102564102564103
3244,Ubiquinone biosynthesis complex,0.0004102564102564103
1223,Glucosidase complex,0.0004102564102564103
470,Centriole,0.0004102564102564103
321,beta-N-acetylhexosaminidase complex,0.0004102564102564103
2384,Photoreceptor connecting cilium,0.0004102564102564103
437,Cell surface furrow,0.0004102564102564103
200,Apicoplast,0.0004102564102564103
790,Cytosolic small ribosomal subunit,0.0004102564102564103
558,Ciliary transition zone,0.0003974358974358974
314,Bcl-2 family protein complex,0.0003974358974358974
534,Chromosome passenger complex,0.0003974358974358974
246,Axon,0.0003974358974358974
310,BAX complex,0.0003974358974358974
860,DNA ligase IV complex,0.0003974358974358974
1679,L-cysteine desulfurase complex,0.0003974358974358974
594,CMG complex,0.0003974358974358974
1370,HAUS complex,0.0003974358974358974
631,COMA complex,0.0003974358974358974
3129,Toc complex,0.0003974358974358974
807,Dendrite,0.0003974358974358974
2556,pre-primosome complex,0.0003974358974358974
2346,Peroxisome,0.0003974358974358974
660,COPI-coated vesicle,0.0003974358974358974
1028,Euchromatin,0.0003974358974358974
1404,Histone locus body,0.0003974358974358974
215,Asi complex,0.00038461538461538456
912,dystrophin-associated glycoprotein complex,0.00038461538461538456
1400,Histone acetyltransferase complex,0.00038461538461538456
2805,S100A9 complex,0.00038461538461538456
1330,Golgi trans cisterna,0.00038461538461538456
2917,SMC loading complex,0.00038461538461538456
2816,Sarcoplasmic reticulum membrane,0.00038461538461538456
71,Actin filament,0.00038461538461538456
2784,Rough endoplasmic reticulum,0.00038461538461538456
840,Diamine N-acetyltransferase complex,0.00038461538461538456
1786,MAD1 complex,0.00038461538461538456
261,Axoneme,0.00038461538461538456
2743,Ribonuclease H2 complex,0.00038461538461538456
963,Endoplasmic reticulum exit site,0.00038461538461538456
1621,Intrinsic component of organelle membrane,0.00038461538461538456
1827,Mediator complex,0.00038461538461538456
2302,PcG protein complex,0.00038461538461538456
457,Cellulose synthase complex,0.00038461538461538456
2281,Oxoglutarate dehydrogenase complex,0.00038461538461538456
3122,Thylakoid membrane,0.00038461538461538456
3115,THO complex,0.00038461538461538456
2823,SCF ubiquitin ligase complex,0.0003717948717948718
2300,PAS complex,0.0003717948717948718
3146,Transcription elongation factor complex,0.0003717948717948718
941,Elongator holoenzyme complex,0.0003717948717948718
1917,mitochondria-associated endoplasmic reticulum membrane,0.0003717948717948718
872,DNA replication factor C complex,0.0003717948717948718
1882,Microbody membrane,0.0003717948717948718
1599,Intraciliary transport particle B,0.0003717948717948718
2012,mRNA editing complex,0.00035897435897435894
2485,PML body,0.00035897435897435894
434,Cell projection membrane,0.00035897435897435894
228,ATP-binding cassette (ABC) transporter complex,0.00035897435897435894
1925,Mitochondrial degradosome,0.00035897435897435894
2573,Presynaptic cytoskeleton,0.00035897435897435894
2425,plant-type vacuole membrane,0.00035897435897435894
2763,Rix1 complex,0.00035897435897435894
539,"chromosome, telomeric repeat region",0.00035897435897435894
1477,Inner mitochondrial membrane protein complex,0.00035897435897435894
2863,Serine protease inhibitor complex,0.00035897435897435894
2713,Replication inhibiting complex,0.00035897435897435894
265,B cell receptor complex,0.00035897435897435894
2872,Set1C/COMPASS complex,0.0003461538461538462
2637,Protein serine/threonine phosphatase complex,0.0003461538461538462
85,Activin complex,0.0003461538461538462
2958,Sperm head-tail coupling apparatus,0.0003461538461538462
342,Box H/ACA RNP complex,0.0003461538461538462
3043,Supramolecular polymer,0.0003461538461538462
2020,Mucus layer,0.0003461538461538462
2429,Plasma membrane bounded cell projection cytoplasm,0.0003461538461538462
64,Acrosomal vesicle,0.0003461538461538462
1467,Inhibin B complex,0.0003461538461538462
1468,Inhibin complex,0.0003461538461538462
981,Endosome lumen,0.0003333333333333333
2630,Protein kinase CK2 complex,0.0003333333333333333
2885,Side of membrane,0.0003333333333333333
3241,U7 snRNP,0.0003333333333333333
516,Cholinergic synapse,0.0003333333333333333
2393,Photosynthetic membrane,0.0003333333333333333
2550,Potassium channel complex,0.0003333333333333333
3033,Sulfurtransferase complex,0.0003333333333333333
1788,magnesium-dependent protein serine/threonine phosphatase complex,0.0003333333333333333
970,Endoplasmic reticulum subcompartment,0.0003333333333333333
796,Dbf4-dependent protein kinase complex,0.0003333333333333333
1903,Microvesicle,0.0003333333333333333
1846,Membrane fusion priming complex,0.0003333333333333333
350,BRCA1-C complex,0.0003333333333333333
250,Axon initial segment,0.0003333333333333333
1205,Germ plasm,0.0003333333333333333
3159,Translation release factor complex,0.0003205128205128205
2114,Neurotransmitter receptor complex,0.0003205128205128205
1598,Intraciliary transport particle A,0.0003205128205128205
3231,U2AF complex,0.0003205128205128205
635,Complement component C1q complex,0.0003205128205128205
951,Endodeoxyribonuclease complex,0.0003205128205128205
1558,interleukin-12 complex,0.0003205128205128205
844,Dinoflagellate cingulum,0.0003205128205128205
1138,Fibrinogen complex,0.0003205128205128205
3166,Transport vesicle,0.0003205128205128205
687,Ctf18 RFC-like complex,0.0003205128205128205
2250,Organellar small ribosomal subunit,0.0003205128205128205
2954,Sperm flagellum,0.0003205128205128205
2412,Pilus,0.0003205128205128205
2793,RQC complex,0.0003205128205128205
3278,VEGF-A complex,0.0003205128205128205
3124,Tight junction,0.0003076923076923077
1948,Mitochondrial outer membrane translocase complex,0.0003076923076923077
1038,Eukaryotic translation initiation factor 4F complex,0.0003076923076923077
1922,Mitochondrial creatine kinase complex,0.0003076923076923077
1954,Mitochondrial proton-transporting ATP synthase complex,0.0003076923076923077
191,Apical part of cell,0.0003076923076923077
183,Apical complex,0.0003076923076923077
1847,Membrane microdomain,0.0003076923076923077
2084,NatC complex,0.0003076923076923077
1668,Kinesin complex,0.0003076923076923077
3142,trans-Golgi network membrane,0.0003076923076923077
1942,Mitochondrial large ribosomal subunit,0.0003076923076923077
2808,SAGA-type complex,0.0003076923076923077
850,Distal axon,0.0003076923076923077
3253,UFD1-NPL4 complex,0.0003076923076923077
1483,Insulin receptor complex,0.0003076923076923077
1204,Germ cell nucleus,0.0003076923076923077
367,CAF-1 complex,0.0003076923076923077
835,Derlin-1 retrotranslocation complex,0.00029487179487179484
3074,Synaptonemal complex,0.00029487179487179484
2186,Nuclear pore inner ring,0.00029487179487179484
2194,Nuclear replication fork,0.00029487179487179484
1480,INO80-type complex,0.00029487179487179484
3119,Thylakoid,0.00029487179487179484
1069,Extracellular organelle,0.00029487179487179484
2011,mRNA cleavage stimulating factor complex,0.00029487179487179484
2906,SLIK (SAGA-like) complex,0.00029487179487179484
905,Dxr protein complex,0.00029487179487179484
1907,Midbody,0.00029487179487179484
2095,Neurofibrillary tangle,0.00029487179487179484
1935,Mitochondrial inner membrane peptidase complex,0.00029487179487179484
853,Division septum,0.00029487179487179484
2292,Paraflagellar rod,0.00029487179487179484
2745,Ribonuclease MRP complex,0.00029487179487179484
3038,Super elongation complex,0.00029487179487179484
1597,Intraciliary transport particle,0.00029487179487179484
1187,gamma-secretase complex,0.00029487179487179484
1648,iron-sulfur cluster transfer complex,0.00029487179487179484
1963,Mitochondrial respiratory chain complex III,0.00029487179487179484
3194,Tubulin folding cofactor complex,0.00029487179487179484
338,BMP receptor complex,0.00028205128205128203
1971,mitochondrion-derived vesicle,0.00028205128205128203
1327,Golgi membrane,0.00028205128205128203
2196,Nuclear RNA export factor complex,0.00028205128205128203
3216,U1 snRNP,0.00028205128205128203
2764,RNA cap binding complex,0.00028205128205128203
2308,PeBoW complex,0.00028205128205128203
1960,Mitochondrial respirasome,0.00028205128205128203
1849,Membrane raft,0.00028205128205128203
3063,Synaptic vesicle,0.00028205128205128203
1744,Lipid droplet,0.00028205128205128203
2798,Ruffle membrane,0.00028205128205128203
2107,Neuronal cell body,0.00028205128205128203
1398,HIR complex,0.00028205128205128203
370,Calcineurin complex,0.00028205128205128203
2897,single-stranded DNA-binding protein complex,0.00028205128205128203
2684,Pyruvate kinase complex,0.00028205128205128203
3101,Tenascin complex,0.00028205128205128203
240,Autophagosome,0.00028205128205128203
416,Cdc73/Paf1 complex,0.00028205128205128203
948,Endocytic vesicle,0.0002692307692307692
914,Early endosome,0.0002692307692307692
468,Centriolar satellite,0.0002692307692307692
1836,Meiotic spindle,0.0002692307692307692
2971,Spindle midzone,0.0002692307692307692
1263,GO:0000805,0.0002692307692307692
