gene,label,prediction,probabilities
C15orf61,1,1,1.3633311128358194e-06
C16orf90,1,1,9.034796710771787e-09
C18orf32,1,1,0.00018597782227001148
C18orf63,1,1,4.503803506490378e-05
C19orf53,0,1,0.0028569945079695127
C1D,1,0,0.9994727017664105
C1GALT1,1,1,4.79227414418304e-09
C1QL3,1,1,3.495370286099586e-07
C1QTNF2,1,1,0.03045335368896084
C1QTNF4,1,1,1.0404765906635305e-07
C1QTNF5,1,1,0.00023217970179588708
C1orf109,0,1,0.383265972601044
C1orf226,1,1,2.209030086397501e-06
C1orf43,1,1,0.1064868852882094
C1orf53,1,1,2.5716859820557046e-07
C20orf173,1,1,2.3591291031799242e-09
C20orf85,1,1,1.1127423181656048e-06
C22orf31,1,1,1.497534126038147e-07
C2CD3,1,1,0.00010998864625558769
C2CD5,1,1,0.002647118419405292
C2orf42,1,1,4.2451297614931606e-07
C3,1,1,0.00021842827909680508
C3AR1,1,1,1.874551554537085e-07
C4B,1,1,2.5493997664993717e-05
C4orf45,1,1,1.427262143234298e-05
C5,1,1,1.3081912669465901e-06
C5AR1,1,1,2.435830127045513e-07
C5AR2,1,1,2.8760883186151886e-08
C5orf46,1,1,3.248295765700959e-09
C6orf141,1,1,0.0005540929575867826
C6orf62,1,1,0.00013241320842879433
C8B,1,1,2.0145112442637725e-06
C8orf33,1,1,0.0012372134389929458
C8orf58,1,1,1.3183425573437546e-08
C9orf152,1,1,3.95815653475573e-08
C9orf40,1,1,0.0002103351726942204
CA12,1,1,1.0503705136777341e-07
CA4,1,1,3.4572120511722203e-06
CA9,1,1,0.0003206186154590007
CABP2,1,1,1.6776853032363092e-07
CABP4,1,1,4.000144038229791e-09
CABP5,1,1,5.544119007216963e-08
CABS1,1,1,5.1118101562774855e-08
CACFD1,1,1,8.69393768372695e-05
CACNA1C,1,1,3.2736913083808437e-06
CACNA1D,1,1,3.60762295259498e-08
CACNA2D2,1,1,1.7285612426976016e-07
CACNB2,1,1,2.5265600611668047e-09
CACNB3,1,1,2.7538953679240306e-06
CACNG4,1,1,0.006168498283431334
CADM2,1,1,9.259957500784565e-09
CADM3,1,1,4.75885931883191e-08
CALB2,1,1,2.278118221732406e-07
CALCOCO1,1,1,0.0012514450796317078
CALML4,1,1,8.529018380443176e-09
CALR3,1,1,0.0038428108906730096
CAMK2A,1,1,0.006927418810511588
CAMKK1,1,1,6.052618872947058e-05
CAMSAP1,1,1,0.026256153644069403
CAMSAP2,1,1,0.00027082448837991715
CAMTA2,1,1,9.517838279737845e-08
CAND1,1,0,0.9906803488604202
CAPN12,1,1,1.8592221562307997e-08
CAPN13,1,1,2.2299665225489208e-09
CAPN3,1,1,0.27471276792323257
CAPNS1,1,1,0.0013388207617308413
CAPNS2,1,1,9.17322638682716e-07
CARD14,1,1,5.263588163106903e-08
CARF,1,1,5.1100606751064426e-06
CARS1,0,0,0.9933424736903385
CASKIN1,1,1,1.738933320671876e-08
CASP1,1,1,4.42299286904424e-05
CASP7,1,1,0.17809929609447814
CASQ1,1,1,9.291963221080835e-09
CAV2,1,1,0.0001956220098640493
CAVIN4,1,1,0.001396459639253056
CBR1,1,1,0.0015314066587240438
CBX3,1,0,0.9999674434733485
CBX4,1,0,0.5943379706944054
CBX7,1,1,0.001780967525535615
CC2D2A,1,1,0.0005781259554710095
CCBE1,1,1,9.735207573413619e-09
CCDC146,1,1,0.0325019970326675
CCDC149,1,1,0.00043134337682297906
CCDC157,1,1,5.247781130424123e-07
CCDC167,1,1,6.102579299360755e-05
CCDC17,1,1,1.3592771415660287e-06
CCDC174,1,1,0.05608599864251065
CCDC184,1,1,2.413969403813887e-07
CCDC28B,1,1,0.0013549922157783723
CCDC34,1,1,2.401192011891595e-09
CCDC39,1,1,1.0407785861465956e-05
CCDC42,1,1,3.524641125407513e-07
CCDC6,1,1,0.0023645966380029582
CCDC62,1,1,6.817696716898691e-06
CCDC70,1,1,1.6169607208738058e-09
CCDC74A,1,1,1.4689440511761465e-05
CCDC86,1,0,0.5754073262222887
CCDC87,1,1,7.04105559834578e-05
CCDC88C,1,1,1.5368366448331728e-07
CCDC89,1,1,1.4009874603093663e-06
CCDC90B,1,1,0.0001696142324151273
CCDC96,1,1,4.1625534412670363e-07
CCKBR,1,1,3.4244437840946773e-09
CCL17,1,1,9.503776321473367e-09
CCL26,1,1,3.080804811261828e-09
CCL4,1,1,2.220241438477544e-08
CCL5,1,1,1.0324811923201338e-07
CCN1,1,1,0.06658086087518748
CCN5,1,1,6.294281902522459e-05
CCNA1,1,1,0.4280929047970285
CCNB3,1,1,0.3929959830272827
CCND1,0,0,0.7101232181383413
CCNK,0,0,0.9788090667907074
CCNL2,1,1,0.3229718902120887
CCNT2,1,0,0.927891927973621
CCR2,1,1,4.263088152489658e-08
CCSAP,1,1,1.788335471686331e-05
CCT2,0,0,0.9999997092059953
CD14,1,1,6.658189278653248e-05
CD160,1,1,9.207475337724702e-10
CD1D,1,1,1.1578648650978351e-08
CD22,1,1,2.4290917212121953e-07
CD244,1,1,2.0444067883040874e-09
CD274,1,1,0.000664604149019321
CD2BP2,1,0,0.9997771061691629
CD300A,1,1,7.12385257450876e-09
CD300C,1,1,6.774408706807788e-05
CD300LF,1,1,7.378425126436383e-09
CD302,1,1,8.512477318578515e-06
CD36,1,1,2.222603486256025e-05
CD3D,1,1,4.169234948403488e-06
CD3G,1,1,2.1947221477969238e-07
CD46,1,1,3.6900413601381744e-07
CD55,1,1,2.430005684339598e-07
CD58,1,1,9.130849409899611e-10
CD59,1,1,0.029450106422813517
CD81,1,1,0.06270476418292467
CD82,1,1,5.068465416102619e-06
CD83,1,1,2.311493032647327e-07
CD86,1,1,9.100957798491294e-08
CD8A,1,1,0.01885100279263292
CD96,1,1,2.0964645575105577e-10
CDA,1,1,0.0602961054019302
CDC34,1,0,0.9957641114980607
CDC42,0,0,0.7985358797427702
CDC42BPA,1,1,2.6759875523252317e-07
CDC42BPG,1,1,2.8140770432782956e-07
CDCA5,0,0,0.9198809355420293
CDCA7,1,1,0.09617379925960887
CDCA7L,1,0,0.6177608574558405
CDCP2,1,1,8.381532045742546e-07
CDH12,1,1,1.152104087687178e-08
CDH17,1,1,0.0010662808594051332
CDH19,1,1,3.172123728689691e-07
CDH2,1,1,0.0030640195667692494
CDH23,1,1,6.603618017408941e-07
CDH26,1,1,1.6948356051926793e-10
CDH3,1,1,5.1255241428904694e-08
CDHR1,1,1,2.44387313053096e-07
CDIN1,1,1,0.15089148633226665
CDK10,1,1,0.26228646065039996
CDK15,1,1,8.408236551468162e-05
CDK20,1,1,0.0003113973810459636
CDK5RAP1,1,1,0.008687501872553216
CDKL1,1,1,1.5323547017165317e-06
CDKL2,1,1,3.7859944087559325e-07
CDKL5,1,1,5.129526211899993e-07
CDKN1B,1,0,0.6326611582837464
CDKN1C,1,1,0.0007247902439048049
CDKN3,1,1,0.43061335089338754
CDNF,1,1,1.5904493366747376e-08
CDR2L,1,1,0.008219023895430699
CDX1,1,1,1.5141263863893694e-05
CDX2,1,1,1.0097753522086972e-05
CDYL,1,1,0.05966824666920236
CDYL2,1,1,2.0375634450786607e-07
CEACAM19,1,1,5.224145560589477e-10
CEACAM21,1,1,1.6797836692727942e-07
CEACAM3,1,1,3.21435308814344e-08
CEACAM4,1,1,6.1265761130968596e-09
CEBPE,1,1,4.162600942115846e-05
CELA1,1,1,1.2373931002063187e-08
CELA2A,1,1,4.958798964338485e-07
CELA2B,1,1,1.3018035226464165e-07
CELF1,1,1,0.3146441258923567
CENATAC,0,1,0.398494010352178
CENPL,1,0,0.8554031174613579
CENPP,1,0,0.9320458188182791
CENPQ,1,0,0.9995378787572096
CEP104,1,1,0.10572414703473798
CEP295NL,1,1,6.170975578201343e-07
CEP72,1,1,0.0061334224881479105
CERK,1,1,6.132601350622435e-05
CERS3,1,1,4.154309803938716e-08
CES2,1,1,5.791638082031092e-06
CES3,1,1,0.00016577077677665253
CETN1,1,1,0.3990727242626023
CFAP299,1,1,3.117490478493634e-05
CFAP53,1,1,0.03028797967399107
CFAP73,1,1,4.516458380166011e-06
CFAP91,1,1,0.00016377728458676354
CFAP92,1,1,7.201607511997388e-07
CFC1B,1,1,3.518174455097167e-08
CFH,1,1,3.3642033048231212e-09
CFHR5,1,1,7.605180519787425e-08
CGGBP1,1,1,1.2136804520657129e-05
CHCHD10,1,1,0.10479990968522727
CHCHD7,1,1,0.002863172350662968
CHD9,1,1,0.003957769972792369
CHERP,0,0,0.9996239775655429
CHIC2,1,1,0.0004116808218359691
CHL1,1,1,1.5527291014061362e-07
CHMP1A,1,0,0.9276620631146713
CHMP2A,0,0,0.988907901351688
CHRNA3,1,1,9.785102651482802e-08
CHRNA9,1,1,0.00011137312543462175
CHRNB1,1,1,1.2456672426885972e-08
CHRNG,1,1,8.269610530353689e-07
CHST4,1,1,1.3746907542300236e-07
CHTF8,1,0,0.5883881949829614
CHURC1,1,1,5.9309354571712714e-05
CIART,1,1,4.319559178789234e-07
CIDEA,1,1,3.968216599758989e-09
CIDEC,1,1,1.3369924042438975e-06
CILP,1,1,2.748511306549517e-07
CIZ1,1,1,0.1807881729735353
CKS2,1,1,0.13211431029646964
CLC,1,1,0.002627653587252732
CLCA2,1,1,1.0866818556110047e-09
CLCF1,1,1,1.5187152813123106e-08
CLCN2,1,1,5.710507191558634e-07
CLCNKA,1,1,1.0769198164339854e-07
CLDN1,1,1,1.0202805520442836e-07
CLDN12,1,1,9.248500113634428e-07
CLDN20,1,1,3.652382266627896e-08
CLDN4,1,1,3.2619784651188866e-10
CLEC12B,1,1,2.6350530053820263e-05
CLEC18A,1,1,4.2267464178680214e-07
CLEC4E,1,1,1.114863819806633e-06
CLHC1,1,1,1.780042284682537e-08
CLIP2,1,1,0.00225827113535213
CLN3,1,1,0.003936807665075181
CLPX,1,0,0.9961887671256718
CLRN2,1,1,9.342788788291312e-05
CLSTN2,1,1,1.327817442664525e-08
CLSTN3,1,1,3.626937078975434e-05
CLTB,1,0,0.5690964392425496
CLVS1,1,1,1.335285026993205e-09
CMC2,1,1,0.11536170055209571
CMPK1,1,0,0.5805662404655159
CMTM7,1,1,1.742047764563548e-06
CNDP1,1,1,1.4504263956549579e-08
CNFN,1,1,4.4310614732978594e-09
CNGA1,1,1,5.534485975511316e-07
CNGA3,1,1,3.3375147934222585e-08
CNGA4,1,1,4.229199723759791e-08
CNGB3,1,1,4.4586694669668244e-09
CNKSR1,1,1,1.0241410355771308e-05
CNKSR2,1,1,2.506998218909651e-07
CNN3,1,1,0.000261619783636291
CNNM3,1,1,3.973529488632277e-06
CNNM4,1,1,7.982675489692782e-06
CNOT4,1,0,0.652297714057652
CNP,1,1,0.11435350753472728
CNPPD1,1,1,0.0014926239793957908
CNPY4,1,1,1.2248405834025534e-08
CNR1,1,1,4.595206377744354e-07
CNR2,1,1,2.5713116080794407e-09
CNTN2,1,1,4.979605412791521e-07
CNTRL,1,1,0.2551289565979168
COA6,1,1,0.08513107621819824
COL14A1,1,1,2.505836656085947e-06
COL17A1,1,1,4.882882974843738e-07
COL18A1,1,1,3.3917619743950576e-05
COL1A1,1,1,8.812723863292904e-05
COL1A2,1,1,0.00186850660100768
COL21A1,1,1,3.5694377131800795e-08
COL2A1,1,1,1.2005426842986998e-06
COL4A3,1,1,3.091937369359421e-07
COLGALT2,1,1,1.38250687020669e-07
COMMD6,1,1,0.000505809904633625
COMT,1,1,0.04576870187544185
COPE,0,0,0.9999721886682094
COPRS,1,0,0.8864145099997962
COPS7A,1,0,0.9952186565917256
COQ10B,1,1,0.0003414058576519774
COQ4,1,0,0.6324473624986117
COQ5,1,0,0.6941193482977319
COQ8A,1,1,0.1562011395204536
CORO2A,1,1,0.001053625576000905
COX6B1,1,0,0.6402906236418573
COX7A1,1,1,3.62246662777288e-07
COX7A2L,1,1,0.2303442762974251
COX7B,1,1,0.04259167333144329
CPA2,1,1,3.8282288914448517e-07
CPD,1,1,0.0937536786760903
CPE,1,1,2.6812756721339425e-06
CPLX1,1,1,0.006581013435944671
CPLX2,1,1,1.2257512810198711e-06
CPLX4,1,1,2.9770336784307184e-06
CPN2,1,1,5.300223059334641e-08
CPNE6,1,1,9.686629870442331e-08
CPS1,1,1,0.0787149183922186
CPSF4,0,0,0.9999817704028864
CPSF6,0,0,0.9942518062635426
CPT1C,1,1,1.9412895705395172e-07
CRACD,1,1,0.008657449467331801
CRACR2A,1,1,0.00014536044971987793
CRB1,1,1,1.3604340209916188e-08
CRCP,0,0,0.9915906502991316
CREG2,1,1,1.2674376603349913e-06
CRH,1,1,1.3875117921280377e-08
CRTAC1,1,1,1.6650772074466858e-07
CRYBA1,1,1,4.1163353892148535e-08
CRYBB1,1,1,0.00012762022010543995
CRYBG1,1,1,0.21388142711246783
CSAG1,1,1,0.0010594319756013991
CSF2RB,1,1,1.6107671385601206e-08
CSGALNACT2,1,1,8.541399196881905e-06
CSNK1D,1,1,0.4931095680551274
CST4,1,1,0.00013962500054056636
CST6,1,1,6.865761903895872e-07
CSTF2,1,0,0.9999889065775724
CSTF2T,1,1,0.28942061634601013
CTBP1,1,0,0.7748333400522213
CTBP2,1,1,0.060470973562969176
CTC1,1,0,0.9933080492612877
CTNNA1,1,1,0.4738818565084976
CTNNAL1,1,1,7.158678991292522e-06
CTNND1,1,1,0.300072837268758
CTNS,1,1,8.81990659518106e-07
CTSO,1,1,6.650046459040215e-05
CTSZ,1,1,0.0006363283139049991
CTU2,1,0,0.9839897428459163
CTXN3,1,1,4.773093725596311e-07
CUL3,0,0,0.8747875198673553
CUL5,1,1,0.24256625547503569
CUL7,1,1,0.28737210994097157
CUX1,1,1,0.06363690620947829
CXCL1,1,1,1.8966473810499985e-06
CXCR1,1,1,3.4050063224544405e-08
CXCR5,1,1,4.899785916823163e-06
CXCR6,1,1,1.1330138605103457e-09
CXXC4,1,1,2.561276833401571e-07
CXorf38,1,1,3.3956446743310666e-08
CXorf66,1,1,1.0757401924799125e-08
CYB5D1,1,1,8.008689682537095e-08
CYB5R3,1,1,0.1965671169788344
CYLC2,1,1,5.985576848686058e-05
CYP11A1,1,1,1.1830973423165858e-09
CYP20A1,1,1,8.650887940109264e-07
CYP26B1,1,1,2.3991772830633805e-07
CYP27A1,1,1,1.9387600934339667e-06
CYP27B1,1,1,1.7150879093041915e-06
CYP2A7,1,1,3.5018471511438776e-08
CYP2J2,1,1,2.0661801614085817e-08
